tracker_model,target_model,tracker_wins,target_wins,draws
tracker10.pth,target9.pth,200,0,0
tracker10.pth,target11.pth,137,63,0
tracker10.pth,target13.pth,198,2,0
tracker10.pth,target15.pth,175,25,0
tracker10.pth,target17.pth,151,49,0
tracker10.pth,target19.pth,178,22,0
tracker10.pth,target21.pth,181,19,0
tracker10.pth,target23.pth,141,59,0
tracker10.pth,target25.pth,186,14,0
tracker10.pth,target27.pth,152,48,0
tracker10.pth,target29.pth,185,15,0
tracker10.pth,target31.pth,126,74,0
tracker10.pth,target33.pth,178,22,0
tracker10.pth,target35.pth,150,50,0
tracker10.pth,target37.pth,113,87,0
tracker10.pth,target39.pth,120,80,0
tracker10.pth,target41.pth,121,79,0
tracker10.pth,target43.pth,176,24,0
tracker10.pth,target45.pth,162,38,0
tracker10.pth,target47.pth,198,2,0
tracker10.pth,target49.pth,167,33,0
tracker10.pth,target51.pth,188,12,0
tracker10.pth,target53.pth,132,68,0
tracker10.pth,target55.pth,154,46,0
tracker10.pth,target57.pth,137,63,0
tracker10.pth,target59.pth,132,68,0
tracker12.pth,target1.pth,157,43,0
tracker12.pth,target3.pth,92,108,0
tracker12.pth,target5.pth,61,139,0
tracker12.pth,target7.pth,197,3,0
tracker12.pth,target9.pth,79,121,0
tracker12.pth,target11.pth,189,11,0
tracker12.pth,target13.pth,34,166,0
tracker12.pth,target15.pth,183,17,0
tracker12.pth,target17.pth,152,48,0
tracker12.pth,target19.pth,163,37,0
tracker12.pth,target21.pth,61,139,0
tracker12.pth,target23.pth,107,93,0
tracker12.pth,target25.pth,115,85,0
tracker12.pth,target27.pth,44,156,0
tracker12.pth,target29.pth,106,94,0
tracker12.pth,target31.pth,94,106,0
tracker12.pth,target33.pth,127,73,0
tracker12.pth,target35.pth,155,45,0
tracker12.pth,target37.pth,46,154,0
tracker12.pth,target39.pth,28,172,0
tracker12.pth,target41.pth,87,113,0
tracker12.pth,target43.pth,132,68,0
tracker12.pth,target45.pth,148,52,0
tracker12.pth,target47.pth,138,62,0
tracker12.pth,target49.pth,92,108,0
tracker12.pth,target51.pth,76,124,0
tracker12.pth,target53.pth,79,121,0
tracker12.pth,target55.pth,159,41,0
tracker12.pth,target57.pth,160,40,0
tracker12.pth,target59.pth,133,67,0
tracker14.pth,target1.pth,180,20,0
tracker14.pth,target3.pth,125,75,0
tracker14.pth,target5.pth,161,39,0
tracker14.pth,target7.pth,199,1,0
tracker14.pth,target9.pth,182,18,0
tracker14.pth,target11.pth,167,33,0
tracker14.pth,target13.pth,200,0,0
tracker14.pth,target15.pth,6,194,0
tracker14.pth,target17.pth,101,99,0
tracker14.pth,target19.pth,103,97,0
tracker14.pth,target21.pth,148,52,0
tracker14.pth,target23.pth,173,27,0
tracker14.pth,target25.pth,129,71,0
tracker14.pth,target27.pth,114,86,0
tracker14.pth,target29.pth,135,65,0
tracker14.pth,target31.pth,156,44,0
tracker14.pth,target33.pth,175,25,0
tracker14.pth,target35.pth,161,39,0
tracker14.pth,target37.pth,148,52,0
tracker14.pth,target39.pth,147,53,0
tracker14.pth,target41.pth,170,30,0
tracker14.pth,target43.pth,114,86,0
tracker14.pth,target45.pth,148,52,0
tracker14.pth,target47.pth,89,111,0
tracker14.pth,target49.pth,173,27,0
tracker14.pth,target51.pth,82,118,0
tracker14.pth,target53.pth,143,57,0
tracker14.pth,target55.pth,69,131,0
tracker14.pth,target57.pth,99,101,0
tracker14.pth,target59.pth,111,89,0
tracker16.pth,target1.pth,121,79,0
tracker16.pth,target3.pth,19,181,0
tracker16.pth,target5.pth,23,177,0
tracker16.pth,target7.pth,197,3,0
tracker16.pth,target9.pth,85,115,0
tracker16.pth,target11.pth,152,48,0
tracker16.pth,target13.pth,189,11,0
tracker16.pth,target15.pth,185,15,0
tracker16.pth,target17.pth,45,155,0
tracker16.pth,target19.pth,133,67,0
tracker16.pth,target21.pth,174,26,0
tracker16.pth,target23.pth,6,194,0
tracker16.pth,target25.pth,181,19,0
tracker16.pth,target27.pth,40,160,0
tracker16.pth,target29.pth,139,61,0
tracker16.pth,target31.pth,31,169,0
tracker16.pth,target33.pth,49,151,0
tracker16.pth,target35.pth,121,79,0
tracker16.pth,target37.pth,98,102,0
tracker16.pth,target39.pth,48,152,0
tracker16.pth,target41.pth,49,151,0
tracker16.pth,target43.pth,144,56,0
tracker16.pth,target45.pth,155,45,0
tracker16.pth,target47.pth,137,63,0
tracker16.pth,target49.pth,65,135,0
tracker16.pth,target51.pth,77,123,0
tracker16.pth,target53.pth,41,159,0
tracker16.pth,target55.pth,75,125,0
tracker16.pth,target57.pth,141,59,0
tracker16.pth,target59.pth,148,52,0
tracker18.pth,target1.pth,158,42,0
tracker18.pth,target3.pth,48,152,0
tracker18.pth,target5.pth,71,129,0
tracker18.pth,target7.pth,198,2,0
tracker18.pth,target9.pth,27,173,0
tracker18.pth,target11.pth,105,95,0
tracker18.pth,target13.pth,125,75,0
tracker18.pth,target15.pth,17,183,0
tracker18.pth,target17.pth,198,2,0
tracker18.pth,target19.pth,27,173,0
tracker18.pth,target21.pth,21,179,0
tracker18.pth,target23.pth,176,24,0
tracker18.pth,target25.pth,46,154,0
tracker18.pth,target27.pth,77,123,0
tracker18.pth,target29.pth,68,132,0
tracker18.pth,target31.pth,35,165,0
tracker18.pth,target33.pth,42,158,0
tracker18.pth,target35.pth,173,27,0
tracker18.pth,target37.pth,84,116,0
tracker18.pth,target39.pth,110,90,0
tracker18.pth,target41.pth,114,86,0
tracker18.pth,target43.pth,89,111,0
tracker18.pth,target45.pth,142,58,0
tracker18.pth,target47.pth,138,62,0
tracker18.pth,target49.pth,140,60,0
tracker18.pth,target51.pth,119,81,0
tracker18.pth,target53.pth,120,80,0
tracker18.pth,target55.pth,66,134,0
tracker18.pth,target57.pth,171,29,0
tracker18.pth,target59.pth,139,61,0
tracker20.pth,target1.pth,51,149,0
tracker20.pth,target3.pth,54,146,0
tracker20.pth,target5.pth,24,176,0
tracker20.pth,target7.pth,191,9,0
tracker20.pth,target9.pth,62,138,0
tracker20.pth,target11.pth,152,48,0
tracker20.pth,target13.pth,178,22,0
tracker20.pth,target15.pth,110,90,0
tracker20.pth,target17.pth,89,111,0
tracker20.pth,target19.pth,197,3,0
tracker20.pth,target21.pth,22,178,0
tracker20.pth,target23.pth,66,134,0
tracker20.pth,target25.pth,73,127,0
tracker20.pth,target27.pth,85,115,0
tracker20.pth,target29.pth,52,148,0
tracker20.pth,target31.pth,163,37,0
tracker20.pth,target33.pth,127,73,0
tracker20.pth,target35.pth,138,62,0
tracker20.pth,target37.pth,35,165,0
tracker20.pth,target39.pth,41,159,0
tracker20.pth,target41.pth,41,159,0
tracker20.pth,target43.pth,121,79,0
tracker20.pth,target45.pth,157,43,0
tracker20.pth,target47.pth,91,109,0
tracker20.pth,target49.pth,158,42,0
tracker20.pth,target51.pth,81,119,0
tracker20.pth,target53.pth,105,95,0
tracker20.pth,target55.pth,168,32,0
tracker20.pth,target57.pth,142,58,0
tracker20.pth,target59.pth,117,83,0
tracker22.pth,target1.pth,36,164,0
tracker22.pth,target3.pth,43,157,0
tracker22.pth,target5.pth,40,160,0
tracker22.pth,target7.pth,185,15,0
tracker22.pth,target9.pth,141,59,0
tracker22.pth,target11.pth,167,33,0
tracker22.pth,target13.pth,89,111,0
tracker22.pth,target15.pth,126,74,0
tracker22.pth,target17.pth,73,127,0
tracker22.pth,target19.pth,168,32,0
tracker22.pth,target21.pth,174,26,0
tracker22.pth,target23.pth,95,105,0
tracker22.pth,target25.pth,166,34,0
tracker22.pth,target27.pth,84,116,0
tracker22.pth,target29.pth,176,24,0
tracker22.pth,target31.pth,62,138,0
tracker22.pth,target33.pth,71,129,0
tracker22.pth,target35.pth,96,104,0
tracker22.pth,target37.pth,74,126,0
tracker22.pth,target39.pth,33,167,0
tracker22.pth,target41.pth,25,175,0
tracker22.pth,target43.pth,109,91,0
tracker22.pth,target45.pth,87,113,0
tracker22.pth,target47.pth,162,38,0
tracker22.pth,target49.pth,89,111,0
tracker22.pth,target51.pth,135,65,0
tracker22.pth,target53.pth,122,78,0
tracker22.pth,target55.pth,125,75,0
tracker22.pth,target57.pth,104,96,0
tracker22.pth,target59.pth,114,86,0
tracker24.pth,target1.pth,39,161,0
tracker24.pth,target3.pth,96,104,0
tracker24.pth,target5.pth,75,125,0
tracker24.pth,target7.pth,176,24,0
tracker24.pth,target9.pth,82,118,0
tracker24.pth,target11.pth,93,107,0
tracker24.pth,target13.pth,181,19,0
tracker24.pth,target15.pth,129,71,0
tracker24.pth,target17.pth,198,2,0
tracker24.pth,target19.pth,103,97,0
tracker24.pth,target21.pth,69,131,0
tracker24.pth,target23.pth,198,2,0
tracker24.pth,target25.pth,43,157,0
tracker24.pth,target27.pth,51,149,0
tracker24.pth,target29.pth,39,161,0
tracker24.pth,target31.pth,61,139,0
tracker24.pth,target33.pth,42,158,0
tracker24.pth,target35.pth,116,84,0
tracker24.pth,target37.pth,67,133,0
tracker24.pth,target39.pth,61,139,0
tracker24.pth,target41.pth,31,169,0
tracker24.pth,target43.pth,147,53,0
tracker24.pth,target45.pth,112,88,0
tracker24.pth,target47.pth,113,87,0
tracker24.pth,target49.pth,153,47,0
tracker24.pth,target51.pth,127,73,0
tracker24.pth,target53.pth,125,75,0
tracker24.pth,target55.pth,112,88,0
tracker24.pth,target57.pth,128,72,0
tracker24.pth,target59.pth,128,72,0
tracker26.pth,target1.pth,54,146,0
tracker26.pth,target3.pth,24,176,0
tracker26.pth,target5.pth,20,180,0
tracker26.pth,target7.pth,107,93,0
tracker26.pth,target9.pth,96,104,0
tracker26.pth,target11.pth,180,20,0
tracker26.pth,target13.pth,134,66,0
tracker26.pth,target15.pth,168,32,0
tracker26.pth,target17.pth,80,120,0
tracker26.pth,target19.pth,95,105,0
tracker26.pth,target21.pth,82,118,0
tracker26.pth,target23.pth,13,187,0
tracker26.pth,target25.pth,125,75,0
tracker26.pth,target27.pth,67,133,0
tracker26.pth,target29.pth,115,85,0
tracker26.pth,target31.pth,60,140,0
tracker26.pth,target33.pth,21,179,0
tracker26.pth,target35.pth,125,75,0
tracker26.pth,target37.pth,19,181,0
tracker26.pth,target39.pth,4,196,0
tracker26.pth,target41.pth,9,191,0
tracker26.pth,target43.pth,128,72,0
tracker26.pth,target45.pth,110,90,0
tracker26.pth,target47.pth,177,23,0
tracker26.pth,target49.pth,134,66,0
tracker26.pth,target51.pth,114,86,0
tracker26.pth,target53.pth,100,100,0
tracker26.pth,target55.pth,121,79,0
tracker26.pth,target57.pth,121,79,0
tracker26.pth,target59.pth,129,71,0
tracker28.pth,target1.pth,69,131,0
tracker28.pth,target3.pth,133,67,0
tracker28.pth,target5.pth,110,90,0
tracker28.pth,target7.pth,193,7,0
tracker28.pth,target9.pth,126,74,0
tracker28.pth,target11.pth,136,64,0
tracker28.pth,target13.pth,199,1,0
tracker28.pth,target15.pth,175,25,0
tracker28.pth,target17.pth,172,28,0
tracker28.pth,target19.pth,123,77,0
tracker28.pth,target21.pth,125,75,0
tracker28.pth,target23.pth,179,21,0
tracker28.pth,target25.pth,86,114,0
tracker28.pth,target27.pth,80,120,0
tracker28.pth,target29.pth,31,169,0
tracker28.pth,target31.pth,72,128,0
tracker28.pth,target33.pth,47,153,0
tracker28.pth,target35.pth,185,15,0
tracker28.pth,target37.pth,148,52,0
tracker28.pth,target39.pth,120,80,0
tracker28.pth,target41.pth,114,86,0
tracker28.pth,target43.pth,86,114,0
tracker28.pth,target45.pth,108,92,0
tracker28.pth,target47.pth,163,37,0
tracker28.pth,target49.pth,152,48,0
tracker28.pth,target51.pth,122,78,0
tracker28.pth,target53.pth,162,38,0
tracker28.pth,target55.pth,149,51,0
tracker28.pth,target57.pth,108,92,0
tracker28.pth,target59.pth,121,79,0
tracker30.pth,target1.pth,76,124,0
tracker30.pth,target3.pth,40,160,0
tracker30.pth,target5.pth,84,116,0
tracker30.pth,target7.pth,200,0,0
tracker30.pth,target9.pth,127,73,0
tracker30.pth,target11.pth,174,26,0
tracker30.pth,target13.pth,126,74,0
tracker30.pth,target15.pth,189,11,0
tracker30.pth,target17.pth,102,98,0
tracker30.pth,target19.pth,151,49,0
tracker30.pth,target21.pth,164,36,0
tracker30.pth,target23.pth,108,92,0
tracker30.pth,target25.pth,185,15,0
tracker30.pth,target27.pth,93,107,0
tracker30.pth,target29.pth,172,28,0
tracker30.pth,target31.pth,17,183,0
tracker30.pth,target33.pth,7,193,0
tracker30.pth,target35.pth,152,48,0
tracker30.pth,target37.pth,118,82,0
tracker30.pth,target39.pth,92,108,0
tracker30.pth,target41.pth,73,127,0
tracker30.pth,target43.pth,137,63,0
tracker30.pth,target45.pth,149,51,0
tracker30.pth,target47.pth,195,5,0
tracker30.pth,target49.pth,167,33,0
tracker30.pth,target51.pth,157,43,0
tracker30.pth,target53.pth,163,37,0
tracker30.pth,target55.pth,178,22,0
tracker30.pth,target57.pth,101,99,0
tracker30.pth,target59.pth,150,50,0
tracker32.pth,target1.pth,29,171,0
tracker32.pth,target3.pth,62,138,0
tracker32.pth,target5.pth,33,167,0
tracker32.pth,target7.pth,158,42,0
tracker32.pth,target9.pth,136,64,0
tracker32.pth,target11.pth,167,33,0
tracker32.pth,target13.pth,156,44,0
tracker32.pth,target15.pth,163,37,0
tracker32.pth,target17.pth,107,93,0
tracker32.pth,target19.pth,141,59,0
tracker32.pth,target21.pth,123,77,0
tracker32.pth,target23.pth,147,53,0
tracker32.pth,target25.pth,149,51,0
tracker32.pth,target27.pth,133,67,0
tracker32.pth,target29.pth,187,13,0
tracker32.pth,target31.pth,161,39,0
tracker32.pth,target33.pth,160,40,0
tracker32.pth,target35.pth,117,83,0
tracker32.pth,target37.pth,56,144,0
tracker32.pth,target39.pth,6,194,0
tracker32.pth,target41.pth,14,186,0
tracker32.pth,target43.pth,138,62,0
tracker32.pth,target45.pth,77,123,0
tracker32.pth,target47.pth,113,87,0
tracker32.pth,target49.pth,147,53,0
tracker32.pth,target51.pth,162,38,0
tracker32.pth,target53.pth,183,17,0
tracker32.pth,target55.pth,187,13,0
tracker32.pth,target57.pth,72,128,0
tracker32.pth,target59.pth,114,86,0
tracker34.pth,target1.pth,40,160,0
tracker34.pth,target3.pth,62,138,0
tracker34.pth,target5.pth,67,133,0
tracker34.pth,target7.pth,138,62,0
tracker34.pth,target9.pth,121,79,0
tracker34.pth,target11.pth,149,51,0
tracker34.pth,target13.pth,147,53,0
tracker34.pth,target15.pth,107,93,0
tracker34.pth,target17.pth,150,50,0
tracker34.pth,target19.pth,123,77,0
tracker34.pth,target21.pth,147,53,0
tracker34.pth,target23.pth,148,52,0
tracker34.pth,target25.pth,103,97,0
tracker34.pth,target27.pth,179,21,0
tracker34.pth,target29.pth,177,23,0
tracker34.pth,target31.pth,154,46,0
tracker34.pth,target33.pth,147,53,0
tracker34.pth,target35.pth,113,87,0
tracker34.pth,target37.pth,25,175,0
tracker34.pth,target39.pth,58,142,0
tracker34.pth,target41.pth,25,175,0
tracker34.pth,target43.pth,105,95,0
tracker34.pth,target45.pth,105,95,0
tracker34.pth,target47.pth,137,63,0
tracker34.pth,target49.pth,166,34,0
tracker34.pth,target51.pth,182,18,0
tracker34.pth,target53.pth,173,27,0
tracker34.pth,target55.pth,164,36,0
tracker34.pth,target57.pth,98,102,0
tracker34.pth,target59.pth,113,87,0
tracker36.pth,target1.pth,23,177,0
tracker36.pth,target3.pth,11,189,0
tracker36.pth,target5.pth,78,122,0
tracker36.pth,target7.pth,196,4,0
tracker36.pth,target9.pth,140,60,0
tracker36.pth,target11.pth,173,27,0
tracker36.pth,target13.pth,145,55,0
tracker36.pth,target15.pth,155,45,0
tracker36.pth,target17.pth,78,122,0
tracker36.pth,target19.pth,107,93,0
tracker36.pth,target21.pth,78,122,0
tracker36.pth,target23.pth,97,103,0
tracker36.pth,target25.pth,70,130,0
tracker36.pth,target27.pth,69,131,0
tracker36.pth,target29.pth,88,112,0
tracker36.pth,target31.pth,48,152,0
tracker36.pth,target33.pth,102,98,0
tracker36.pth,target35.pth,93,107,0
tracker36.pth,target37.pth,29,171,0
tracker36.pth,target39.pth,24,176,0
tracker36.pth,target41.pth,7,193,0
tracker36.pth,target43.pth,150,50,0
tracker36.pth,target45.pth,97,103,0
tracker36.pth,target47.pth,108,92,0
tracker36.pth,target49.pth,113,87,0
tracker36.pth,target51.pth,108,92,0
tracker36.pth,target53.pth,130,70,0
tracker36.pth,target55.pth,131,69,0
tracker36.pth,target57.pth,133,67,0
tracker36.pth,target59.pth,128,72,0
tracker38.pth,target1.pth,149,51,0
tracker38.pth,target3.pth,148,52,0
tracker38.pth,target5.pth,137,63,0
tracker38.pth,target7.pth,118,82,0
tracker38.pth,target9.pth,35,165,0
tracker38.pth,target11.pth,127,73,0
tracker38.pth,target13.pth,110,90,0
tracker38.pth,target15.pth,49,151,0
tracker38.pth,target17.pth,56,144,0
tracker38.pth,target19.pth,81,119,0
tracker38.pth,target21.pth,24,176,0
tracker38.pth,target23.pth,66,134,0
tracker38.pth,target25.pth,63,137,0
tracker38.pth,target27.pth,31,169,0
tracker38.pth,target29.pth,42,158,0
tracker38.pth,target31.pth,32,168,0
tracker38.pth,target33.pth,37,163,0
tracker38.pth,target35.pth,148,52,0
tracker38.pth,target37.pth,192,8,0
tracker38.pth,target39.pth,68,132,0
tracker38.pth,target41.pth,187,13,0
tracker38.pth,target43.pth,106,94,0
tracker38.pth,target45.pth,151,49,0
tracker38.pth,target47.pth,105,95,0
tracker38.pth,target49.pth,98,102,0
tracker38.pth,target51.pth,96,104,0
tracker38.pth,target53.pth,51,149,0
tracker38.pth,target55.pth,40,160,0
tracker38.pth,target57.pth,169,31,0
tracker38.pth,target59.pth,133,67,0
tracker40.pth,target1.pth,59,141,0
tracker40.pth,target3.pth,151,49,0
tracker40.pth,target5.pth,199,1,0
tracker40.pth,target7.pth,31,169,0
tracker40.pth,target9.pth,117,83,0
tracker40.pth,target11.pth,88,112,0
tracker40.pth,target13.pth,97,103,0
tracker40.pth,target15.pth,31,169,0
tracker40.pth,target17.pth,82,118,0
tracker40.pth,target19.pth,20,180,0
tracker40.pth,target21.pth,11,189,0
tracker40.pth,target23.pth,12,188,0
tracker40.pth,target25.pth,48,152,0
tracker40.pth,target27.pth,68,132,0
tracker40.pth,target29.pth,131,69,0
tracker40.pth,target31.pth,45,155,0
tracker40.pth,target33.pth,57,143,0
tracker40.pth,target35.pth,114,86,0
tracker40.pth,target37.pth,54,146,0
tracker40.pth,target39.pth,57,143,0
tracker40.pth,target41.pth,9,191,0
tracker40.pth,target43.pth,59,141,0
tracker40.pth,target45.pth,97,103,0
tracker40.pth,target47.pth,153,47,0
tracker40.pth,target49.pth,177,23,0
tracker40.pth,target51.pth,76,124,0
tracker40.pth,target53.pth,99,101,0
tracker40.pth,target55.pth,170,30,0
tracker40.pth,target57.pth,103,97,0
tracker40.pth,target59.pth,34,166,0
tracker42.pth,target1.pth,157,43,0
tracker42.pth,target3.pth,187,13,0
tracker42.pth,target5.pth,200,0,0
tracker42.pth,target7.pth,54,146,0
tracker42.pth,target9.pth,100,100,0
tracker42.pth,target11.pth,105,95,0
tracker42.pth,target13.pth,95,105,0
tracker42.pth,target15.pth,34,166,0
tracker42.pth,target17.pth,31,169,0
tracker42.pth,target19.pth,41,159,0
tracker42.pth,target21.pth,60,140,0
tracker42.pth,target23.pth,28,172,0
tracker42.pth,target25.pth,28,172,0
tracker42.pth,target27.pth,69,131,0
tracker42.pth,target29.pth,111,89,0
tracker42.pth,target31.pth,44,156,0
tracker42.pth,target33.pth,79,121,0
tracker42.pth,target35.pth,149,51,0
tracker42.pth,target37.pth,190,10,0
tracker42.pth,target39.pth,194,6,0
tracker42.pth,target41.pth,180,20,0
tracker42.pth,target43.pth,79,121,0
tracker42.pth,target45.pth,65,135,0
tracker42.pth,target47.pth,111,89,0
tracker42.pth,target49.pth,51,149,0
tracker42.pth,target51.pth,77,123,0
tracker42.pth,target53.pth,50,150,0
tracker42.pth,target55.pth,54,146,0
tracker42.pth,target57.pth,88,112,0
tracker42.pth,target59.pth,117,83,0
tracker44.pth,target1.pth,112,88,0
tracker44.pth,target3.pth,54,146,0
tracker44.pth,target5.pth,158,42,0
tracker44.pth,target7.pth,200,0,0
tracker44.pth,target9.pth,180,20,0
tracker44.pth,target11.pth,157,43,0
tracker44.pth,target13.pth,180,20,0
tracker44.pth,target15.pth,124,76,0
tracker44.pth,target17.pth,126,74,0
tracker44.pth,target19.pth,151,49,0
tracker44.pth,target21.pth,176,24,0
tracker44.pth,target23.pth,187,13,0
tracker44.pth,target25.pth,93,107,0
tracker44.pth,target27.pth,149,51,0
tracker44.pth,target29.pth,191,9,0
tracker44.pth,target31.pth,188,12,0
tracker44.pth,target33.pth,196,4,0
tracker44.pth,target35.pth,182,18,0
tracker44.pth,target37.pth,149,51,0
tracker44.pth,target39.pth,69,131,0
tracker44.pth,target41.pth,108,92,0
tracker44.pth,target43.pth,152,48,0
tracker44.pth,target45.pth,56,144,0
tracker44.pth,target47.pth,110,90,0
tracker44.pth,target49.pth,91,109,0
tracker44.pth,target51.pth,53,147,0
tracker44.pth,target53.pth,177,23,0
tracker44.pth,target55.pth,7,193,0
tracker44.pth,target57.pth,110,90,0
tracker44.pth,target59.pth,144,56,0
tracker46.pth,target1.pth,154,46,0
tracker46.pth,target3.pth,162,38,0
tracker46.pth,target5.pth,200,0,0
tracker46.pth,target7.pth,181,19,0
tracker46.pth,target9.pth,172,28,0
tracker46.pth,target11.pth,128,72,0
tracker46.pth,target13.pth,192,8,0
