total_episodes,avg_steps,avg_steps_last_100,avg_reward,tracker_win_rate,target_win_rate,draw_rate,tracker_type,target_type,tracker_speed,target_speed,tracker_turn_deg,target_turn_deg,state_space
200,80.325,82.77,-23.593207438181842,0.095,0.905,0.0,expert_rule,expert_rule,4.0,8.0,35.0,25.0,vector
