episode_id,steps,reward,tracker_caught_target,target_reached_base,tracker_type,target_type
0,115,-25.94392313123607,False,True,expert_rule,expert_rule
1,57,-26.97926478395605,False,True,expert_rule,expert_rule
2,101,-28.294306277170552,False,True,expert_rule,expert_rule
3,67,-26.93144598831586,False,True,expert_rule,expert_rule
4,104,-27.83331856290193,False,True,expert_rule,expert_rule
5,66,-27.00312658719388,False,True,expert_rule,expert_rule
6,55,-27.01924788627129,False,True,expert_rule,expert_rule
7,115,-25.94392313123607,False,True,expert_rule,expert_rule
8,57,-26.97926478395605,False,True,expert_rule,expert_rule
9,101,-28.294306277170552,False,True,expert_rule,expert_rule
10,67,-26.93144598831586,False,True,expert_rule,expert_rule
11,104,-27.83331856290193,False,True,expert_rule,expert_rule
12,66,-27.00312658719388,False,True,expert_rule,expert_rule
13,55,-27.01924788627129,False,True,expert_rule,expert_rule
14,115,-25.94392313123607,False,True,expert_rule,expert_rule
15,57,-26.97926478395605,False,True,expert_rule,expert_rule
16,101,-28.294306277170552,False,True,expert_rule,expert_rule
17,67,-26.93144598831586,False,True,expert_rule,expert_rule
18,104,-27.83331856290193,False,True,expert_rule,expert_rule
19,66,-27.00312658719388,False,True,expert_rule,expert_rule
20,55,-27.01924788627129,False,True,expert_rule,expert_rule
21,115,-25.94392313123607,False,True,expert_rule,expert_rule
22,57,-26.97926478395605,False,True,expert_rule,expert_rule
23,101,-28.294306277170552,False,True,expert_rule,expert_rule
24,67,-26.93144598831586,False,True,expert_rule,expert_rule
25,104,-27.83331856290193,False,True,expert_rule,expert_rule
26,66,-27.00312658719388,False,True,expert_rule,expert_rule
27,55,-27.01924788627129,False,True,expert_rule,expert_rule
28,115,-25.94392313123607,False,True,expert_rule,expert_rule
29,57,-26.97926478395605,False,True,expert_rule,expert_rule
30,101,-28.294306277170552,False,True,expert_rule,expert_rule
31,67,-26.93144598831586,False,True,expert_rule,expert_rule
32,104,-27.83331856290193,False,True,expert_rule,expert_rule
33,66,-27.00312658719388,False,True,expert_rule,expert_rule
34,55,-27.01924788627129,False,True,expert_rule,expert_rule
35,115,-25.94392313123607,False,True,expert_rule,expert_rule
36,57,-26.97926478395605,False,True,expert_rule,expert_rule
37,101,-28.294306277170552,False,True,expert_rule,expert_rule
38,67,-26.93144598831586,False,True,expert_rule,expert_rule
39,104,-27.83331856290193,False,True,expert_rule,expert_rule
40,66,-27.00312658719388,False,True,expert_rule,expert_rule
41,55,-27.01924788627129,False,True,expert_rule,expert_rule
42,115,-25.94392313123607,False,True,expert_rule,expert_rule
43,57,-26.97926478395605,False,True,expert_rule,expert_rule
44,101,-28.294306277170552,False,True,expert_rule,expert_rule
45,67,-26.93144598831586,False,True,expert_rule,expert_rule
46,104,-27.83331856290193,False,True,expert_rule,expert_rule
47,66,-27.00312658719388,False,True,expert_rule,expert_rule
48,55,-27.01924788627129,False,True,expert_rule,expert_rule
49,115,-25.94392313123607,False,True,expert_rule,expert_rule
50,57,-26.97926478395605,False,True,expert_rule,expert_rule
51,101,-28.294306277170552,False,True,expert_rule,expert_rule
52,67,-26.93144598831586,False,True,expert_rule,expert_rule
53,104,-27.83331856290193,False,True,expert_rule,expert_rule
54,66,-27.00312658719388,False,True,expert_rule,expert_rule
55,55,-27.01924788627129,False,True,expert_rule,expert_rule
56,71,10.109481305241957,True,False,expert_rule,expert_rule
57,105,9.267714839978037,True,False,expert_rule,expert_rule
58,59,-25.984125873850687,False,True,expert_rule,expert_rule
59,64,-26.653623860989267,False,True,expert_rule,expert_rule
60,75,-27.738973934033268,False,True,expert_rule,expert_rule
