tracker_model,target_model,tracker_wins,target_wins,draws
tracker56.pth,target255.pth,129,71,0
tracker56.pth,target257.pth,166,34,0
tracker56.pth,target259.pth,168,32,0
tracker56.pth,target261.pth,121,79,0
tracker56.pth,target263.pth,141,59,0
tracker56.pth,target265.pth,118,82,0
tracker56.pth,target267.pth,184,16,0
tracker56.pth,target269.pth,124,76,0
tracker56.pth,target271.pth,131,69,0
tracker56.pth,target273.pth,156,44,0
tracker56.pth,target275.pth,102,98,0
tracker58.pth,target1.pth,149,51,0
tracker58.pth,target3.pth,125,75,0
tracker58.pth,target5.pth,117,83,0
tracker58.pth,target7.pth,172,28,0
tracker58.pth,target9.pth,187,13,0
tracker58.pth,target11.pth,193,7,0
tracker58.pth,target13.pth,111,89,0
tracker58.pth,target15.pth,153,47,0
tracker58.pth,target17.pth,149,51,0
tracker58.pth,target19.pth,129,71,0
tracker58.pth,target21.pth,123,77,0
tracker58.pth,target23.pth,139,61,0
tracker58.pth,target25.pth,164,36,0
tracker58.pth,target27.pth,114,86,0
tracker58.pth,target29.pth,124,76,0
tracker58.pth,target31.pth,115,85,0
tracker58.pth,target33.pth,163,37,0
tracker58.pth,target35.pth,168,32,0
tracker58.pth,target37.pth,174,26,0
tracker58.pth,target39.pth,135,65,0
tracker58.pth,target41.pth,165,35,0
tracker58.pth,target43.pth,121,79,0
tracker58.pth,target45.pth,126,74,0
tracker58.pth,target47.pth,102,98,0
tracker58.pth,target49.pth,147,53,0
tracker58.pth,target51.pth,166,34,0
tracker58.pth,target53.pth,145,55,0
tracker58.pth,target55.pth,166,34,0
tracker58.pth,target57.pth,196,4,0
tracker58.pth,target59.pth,155,45,0
tracker58.pth,target61.pth,199,1,0
tracker58.pth,target63.pth,164,36,0
tracker58.pth,target65.pth,191,9,0
tracker58.pth,target67.pth,176,24,0
tracker58.pth,target69.pth,150,50,0
tracker58.pth,target71.pth,152,48,0
tracker58.pth,target73.pth,83,117,0
tracker58.pth,target75.pth,113,87,0
tracker58.pth,target77.pth,188,12,0
tracker58.pth,target79.pth,169,31,0
tracker58.pth,target81.pth,129,71,0
tracker58.pth,target83.pth,156,44,0
tracker58.pth,target85.pth,175,25,0
tracker58.pth,target87.pth,148,52,0
tracker58.pth,target89.pth,106,94,0
tracker58.pth,target91.pth,116,84,0
tracker58.pth,target93.pth,103,97,0
tracker58.pth,target95.pth,127,73,0
tracker58.pth,target97.pth,117,83,0
tracker58.pth,target99.pth,157,43,0
tracker58.pth,target101.pth,164,36,0
tracker58.pth,target103.pth,129,71,0
tracker58.pth,target105.pth,133,67,0
tracker58.pth,target107.pth,139,61,0
tracker58.pth,target109.pth,136,64,0
tracker58.pth,target111.pth,135,65,0
tracker58.pth,target113.pth,103,97,0
tracker58.pth,target115.pth,134,66,0
tracker58.pth,target117.pth,155,45,0
tracker58.pth,target119.pth,187,13,0
tracker58.pth,target121.pth,179,21,0
tracker58.pth,target123.pth,161,39,0
tracker58.pth,target125.pth,151,49,0
tracker58.pth,target127.pth,101,99,0
tracker58.pth,target129.pth,125,75,0
tracker58.pth,target131.pth,190,10,0
tracker58.pth,target133.pth,174,26,0
tracker58.pth,target135.pth,176,24,0
tracker58.pth,target137.pth,195,5,0
tracker58.pth,target139.pth,158,42,0
tracker58.pth,target141.pth,189,11,0
tracker58.pth,target143.pth,179,21,0
tracker58.pth,target145.pth,158,42,0
tracker58.pth,target147.pth,180,20,0
tracker58.pth,target149.pth,173,27,0
tracker58.pth,target151.pth,136,64,0
tracker58.pth,target153.pth,158,42,0
tracker58.pth,target155.pth,159,41,0
tracker58.pth,target157.pth,149,51,0
tracker58.pth,target159.pth,168,32,0
tracker58.pth,target161.pth,156,44,0
tracker58.pth,target163.pth,160,40,0
tracker58.pth,target165.pth,129,71,0
tracker58.pth,target167.pth,134,66,0
tracker58.pth,target169.pth,153,47,0
tracker58.pth,target171.pth,136,64,0
tracker58.pth,target173.pth,123,77,0
tracker58.pth,target175.pth,120,80,0
tracker58.pth,target177.pth,128,72,0
tracker58.pth,target179.pth,101,99,0
tracker58.pth,target181.pth,106,94,0
tracker58.pth,target183.pth,150,50,0
tracker58.pth,target185.pth,138,62,0
tracker58.pth,target187.pth,78,122,0
tracker58.pth,target189.pth,104,96,0
tracker58.pth,target191.pth,146,54,0
tracker58.pth,target193.pth,113,87,0
tracker58.pth,target195.pth,116,84,0
tracker58.pth,target197.pth,114,86,0
tracker58.pth,target199.pth,139,61,0
tracker58.pth,target201.pth,167,33,0
tracker58.pth,target203.pth,161,39,0
tracker58.pth,target205.pth,148,52,0
tracker58.pth,target207.pth,123,77,0
tracker58.pth,target209.pth,104,96,0
tracker58.pth,target211.pth,193,7,0
tracker58.pth,target213.pth,173,27,0
tracker58.pth,target215.pth,168,32,0
tracker58.pth,target217.pth,141,59,0
tracker58.pth,target219.pth,176,24,0
tracker58.pth,target221.pth,176,24,0
tracker58.pth,target223.pth,127,73,0
tracker58.pth,target225.pth,69,131,0
tracker58.pth,target227.pth,130,70,0
tracker58.pth,target229.pth,134,66,0
tracker58.pth,target231.pth,156,44,0
tracker58.pth,target233.pth,101,99,0
tracker58.pth,target235.pth,160,40,0
tracker58.pth,target237.pth,165,35,0
tracker58.pth,target239.pth,146,54,0
tracker58.pth,target241.pth,155,45,0
tracker58.pth,target243.pth,112,88,0
tracker58.pth,target245.pth,150,50,0
tracker58.pth,target247.pth,96,104,0
tracker58.pth,target249.pth,134,66,0
tracker58.pth,target251.pth,135,65,0
tracker58.pth,target253.pth,162,38,0
tracker58.pth,target255.pth,173,27,0
tracker58.pth,target257.pth,190,10,0
tracker58.pth,target259.pth,187,13,0
tracker58.pth,target261.pth,190,10,0
tracker58.pth,target263.pth,163,37,0
tracker58.pth,target265.pth,185,15,0
tracker58.pth,target267.pth,193,7,0
tracker58.pth,target269.pth,164,36,0
tracker58.pth,target271.pth,149,51,0
tracker58.pth,target273.pth,157,43,0
tracker58.pth,target275.pth,143,57,0
tracker60.pth,target1.pth,120,80,0
tracker60.pth,target3.pth,59,141,0
tracker60.pth,target5.pth,32,168,0
tracker60.pth,target7.pth,38,162,0
tracker60.pth,target9.pth,120,80,0
tracker60.pth,target11.pth,187,13,0
tracker60.pth,target13.pth,68,132,0
tracker60.pth,target15.pth,70,130,0
tracker60.pth,target17.pth,91,109,0
tracker60.pth,target19.pth,42,158,0
tracker60.pth,target21.pth,46,154,0
tracker60.pth,target23.pth,77,123,0
tracker60.pth,target25.pth,122,78,0
tracker60.pth,target27.pth,69,131,0
tracker60.pth,target29.pth,87,113,0
tracker60.pth,target31.pth,102,98,0
tracker60.pth,target33.pth,98,102,0
tracker60.pth,target35.pth,55,145,0
tracker60.pth,target37.pth,74,126,0
tracker60.pth,target39.pth,60,140,0
tracker60.pth,target41.pth,60,140,0
tracker60.pth,target43.pth,19,181,0
tracker60.pth,target45.pth,30,170,0
tracker60.pth,target47.pth,53,147,0
tracker60.pth,target49.pth,99,101,0
tracker60.pth,target51.pth,76,124,0
tracker60.pth,target53.pth,95,105,0
tracker60.pth,target55.pth,107,93,0
tracker60.pth,target57.pth,177,23,0
tracker60.pth,target59.pth,168,32,0
tracker60.pth,target61.pth,74,126,0
tracker60.pth,target63.pth,0,200,0
tracker60.pth,target65.pth,131,69,0
tracker60.pth,target67.pth,63,137,0
tracker60.pth,target69.pth,125,75,0
tracker60.pth,target71.pth,108,92,0
tracker60.pth,target73.pth,86,114,0
tracker60.pth,target75.pth,111,89,0
tracker60.pth,target77.pth,116,84,0
tracker60.pth,target79.pth,75,125,0
tracker60.pth,target81.pth,79,121,0
tracker60.pth,target83.pth,36,164,0
tracker60.pth,target85.pth,113,87,0
tracker60.pth,target87.pth,122,78,0
tracker60.pth,target89.pth,119,81,0
tracker60.pth,target91.pth,131,69,0
tracker60.pth,target93.pth,107,93,0
tracker60.pth,target95.pth,155,45,0
tracker60.pth,target97.pth,147,53,0
tracker60.pth,target99.pth,119,81,0
tracker60.pth,target101.pth,81,119,0
tracker60.pth,target103.pth,65,135,0
tracker60.pth,target105.pth,30,170,0
tracker60.pth,target107.pth,64,136,0
tracker60.pth,target109.pth,20,180,0
tracker60.pth,target111.pth,27,173,0
tracker60.pth,target113.pth,53,147,0
tracker60.pth,target115.pth,23,177,0
tracker60.pth,target117.pth,33,167,0
tracker60.pth,target119.pth,106,94,0
tracker60.pth,target121.pth,83,117,0
tracker60.pth,target123.pth,43,157,0
tracker60.pth,target125.pth,64,136,0
tracker60.pth,target127.pth,109,91,0
tracker60.pth,target129.pth,65,135,0
tracker60.pth,target131.pth,107,93,0
tracker60.pth,target133.pth,101,99,0
tracker60.pth,target135.pth,83,117,0
tracker60.pth,target137.pth,53,147,0
tracker60.pth,target139.pth,82,118,0
tracker60.pth,target141.pth,68,132,0
tracker60.pth,target143.pth,75,125,0
tracker60.pth,target145.pth,121,79,0
tracker60.pth,target147.pth,133,67,0
tracker60.pth,target149.pth,121,79,0
tracker60.pth,target151.pth,142,58,0
tracker60.pth,target153.pth,133,67,0
tracker60.pth,target155.pth,87,113,0
tracker60.pth,target157.pth,92,108,0
tracker60.pth,target159.pth,57,143,0
tracker60.pth,target161.pth,75,125,0
tracker60.pth,target163.pth,82,118,0
tracker60.pth,target165.pth,96,104,0
tracker60.pth,target167.pth,105,95,0
tracker60.pth,target169.pth,102,98,0
tracker60.pth,target171.pth,123,77,0
tracker60.pth,target173.pth,76,124,0
tracker60.pth,target175.pth,121,79,0
tracker60.pth,target177.pth,129,71,0
tracker60.pth,target179.pth,66,134,0
tracker60.pth,target181.pth,94,106,0
tracker60.pth,target183.pth,160,40,0
tracker60.pth,target185.pth,135,65,0
tracker60.pth,target187.pth,45,155,0
tracker60.pth,target189.pth,104,96,0
tracker60.pth,target191.pth,66,134,0
tracker60.pth,target193.pth,72,128,0
tracker60.pth,target195.pth,133,67,0
tracker60.pth,target197.pth,86,114,0
tracker60.pth,target199.pth,101,99,0
tracker60.pth,target201.pth,157,43,0
tracker60.pth,target203.pth,47,153,0
tracker60.pth,target205.pth,70,130,0
tracker60.pth,target207.pth,95,105,0
tracker60.pth,target209.pth,144,56,0
tracker60.pth,target211.pth,168,32,0
tracker60.pth,target213.pth,121,79,0
tracker60.pth,target215.pth,130,70,0
tracker60.pth,target217.pth,133,67,0
tracker60.pth,target219.pth,74,126,0
tracker60.pth,target221.pth,146,54,0
tracker60.pth,target223.pth,153,47,0
tracker60.pth,target225.pth,117,83,0
tracker60.pth,target227.pth,159,41,0
tracker60.pth,target229.pth,158,42,0
tracker60.pth,target231.pth,104,96,0
tracker60.pth,target233.pth,188,12,0
tracker60.pth,target235.pth,165,35,0
tracker60.pth,target237.pth,120,80,0
tracker60.pth,target239.pth,74,126,0
tracker60.pth,target241.pth,101,99,0
tracker60.pth,target243.pth,64,136,0
tracker60.pth,target245.pth,91,109,0
tracker60.pth,target247.pth,46,154,0
tracker60.pth,target249.pth,73,127,0
tracker60.pth,target251.pth,97,103,0
tracker60.pth,target253.pth,70,130,0
tracker60.pth,target255.pth,75,125,0
tracker60.pth,target257.pth,64,136,0
tracker60.pth,target259.pth,90,110,0
tracker60.pth,target261.pth,164,36,0
tracker60.pth,target263.pth,94,106,0
tracker60.pth,target265.pth,157,43,0
tracker60.pth,target267.pth,163,37,0
tracker60.pth,target269.pth,44,156,0
tracker60.pth,target271.pth,92,108,0
tracker60.pth,target273.pth,54,146,0
tracker60.pth,target275.pth,53,147,0
tracker62.pth,target1.pth,147,53,0
tracker62.pth,target3.pth,101,99,0
tracker62.pth,target5.pth,95,105,0
tracker62.pth,target7.pth,119,81,0
tracker62.pth,target9.pth,153,47,0
tracker62.pth,target11.pth,178,22,0
tracker62.pth,target13.pth,109,91,0
tracker62.pth,target15.pth,72,128,0
tracker62.pth,target17.pth,139,61,0
tracker62.pth,target19.pth,99,101,0
tracker62.pth,target21.pth,103,97,0
tracker62.pth,target23.pth,148,52,0
tracker62.pth,target25.pth,188,12,0
tracker62.pth,target27.pth,145,55,0
tracker62.pth,target29.pth,127,73,0
tracker62.pth,target31.pth,130,70,0
tracker62.pth,target33.pth,166,34,0
tracker62.pth,target35.pth,143,57,0
tracker62.pth,target37.pth,103,97,0
tracker62.pth,target39.pth,80,120,0
tracker62.pth,target41.pth,151,49,0
tracker62.pth,target43.pth,119,81,0
tracker62.pth,target45.pth,92,108,0
tracker62.pth,target47.pth,110,90,0
tracker62.pth,target49.pth,135,65,0
tracker62.pth,target51.pth,148,52,0
tracker62.pth,target53.pth,95,105,0
tracker62.pth,target55.pth,134,66,0
tracker62.pth,target57.pth,146,54,0
tracker62.pth,target59.pth,141,59,0
tracker62.pth,target61.pth,134,66,0
tracker62.pth,target63.pth,63,137,0
tracker62.pth,target65.pth,115,85,0
tracker62.pth,target67.pth,156,44,0
tracker62.pth,target69.pth,126,74,0
tracker62.pth,target71.pth,112,88,0
tracker62.pth,target73.pth,161,39,0
tracker62.pth,target75.pth,142,58,0
tracker62.pth,target77.pth,92,108,0
tracker62.pth,target79.pth,76,124,0
tracker62.pth,target81.pth,66,134,0
tracker62.pth,target83.pth,108,92,0
tracker62.pth,target85.pth,123,77,0
tracker62.pth,target87.pth,122,78,0
tracker62.pth,target89.pth,102,98,0
tracker62.pth,target91.pth,122,78,0
tracker62.pth,target93.pth,115,85,0
tracker62.pth,target95.pth,126,74,0
tracker62.pth,target97.pth,123,77,0
tracker62.pth,target99.pth,131,69,0
tracker62.pth,target101.pth,120,80,0
tracker62.pth,target103.pth,172,28,0
tracker62.pth,target105.pth,120,80,0
tracker62.pth,target107.pth,143,57,0
tracker62.pth,target109.pth,132,68,0
tracker62.pth,target111.pth,105,95,0
tracker62.pth,target113.pth,77,123,0
tracker62.pth,target115.pth,127,73,0
tracker62.pth,target117.pth,137,63,0
tracker62.pth,target119.pth,151,49,0
tracker62.pth,target121.pth,151,49,0
tracker62.pth,target123.pth,154,46,0
tracker62.pth,target125.pth,140,60,0
tracker62.pth,target127.pth,111,89,0
tracker62.pth,target129.pth,123,77,0
tracker62.pth,target131.pth,179,21,0
tracker62.pth,target133.pth,169,31,0
tracker62.pth,target135.pth,116,84,0
tracker62.pth,target137.pth,140,60,0
tracker62.pth,target139.pth,117,83,0
tracker62.pth,target141.pth,149,51,0
tracker62.pth,target143.pth,110,90,0
tracker62.pth,target145.pth,93,107,0
tracker62.pth,target147.pth,72,128,0
tracker62.pth,target149.pth,111,89,0
tracker62.pth,target151.pth,123,77,0
tracker62.pth,target153.pth,81,119,0
tracker62.pth,target155.pth,52,148,0
tracker62.pth,target157.pth,86,114,0
tracker62.pth,target159.pth,46,154,0
tracker62.pth,target161.pth,50,150,0
tracker62.pth,target163.pth,37,163,0
tracker62.pth,target165.pth,103,97,0
tracker62.pth,target167.pth,143,57,0
tracker62.pth,target169.pth,115,85,0
tracker62.pth,target171.pth,80,120,0
tracker62.pth,target173.pth,108,92,0
tracker62.pth,target175.pth,133,67,0
tracker62.pth,target177.pth,134,66,0
tracker62.pth,target179.pth,94,106,0
tracker62.pth,target181.pth,62,138,0
tracker62.pth,target183.pth,143,57,0
tracker62.pth,target185.pth,97,103,0
tracker62.pth,target187.pth,39,161,0
tracker62.pth,target189.pth,46,154,0
tracker62.pth,target191.pth,126,74,0
tracker62.pth,target193.pth,153,47,0
tracker62.pth,target195.pth,142,58,0
tracker62.pth,target197.pth,67,133,0
tracker62.pth,target199.pth,83,117,0
tracker62.pth,target201.pth,156,44,0
tracker62.pth,target203.pth,130,70,0
tracker62.pth,target205.pth,129,71,0
tracker62.pth,target207.pth,164,36,0
tracker62.pth,target209.pth,145,55,0
tracker62.pth,target211.pth,120,80,0
tracker62.pth,target213.pth,159,41,0
tracker62.pth,target215.pth,156,44,0
tracker62.pth,target217.pth,160,40,0
tracker62.pth,target219.pth,149,51,0
tracker62.pth,target221.pth,142,58,0
tracker62.pth,target223.pth,186,14,0
tracker62.pth,target225.pth,174,26,0
tracker62.pth,target227.pth,184,16,0
tracker62.pth,target229.pth,161,39,0
tracker62.pth,target231.pth,154,46,0
tracker62.pth,target233.pth,159,41,0
tracker62.pth,target235.pth,149,51,0
tracker62.pth,target237.pth,138,62,0
tracker62.pth,target239.pth,109,91,0
tracker62.pth,target241.pth,86,114,0
tracker62.pth,target243.pth,67,133,0
tracker62.pth,target245.pth,90,110,0
tracker62.pth,target247.pth,78,122,0
tracker62.pth,target249.pth,99,101,0
tracker62.pth,target251.pth,169,31,0
tracker62.pth,target253.pth,150,50,0
tracker62.pth,target255.pth,103,97,0
tracker62.pth,target257.pth,164,36,0
tracker62.pth,target259.pth,163,37,0
tracker62.pth,target261.pth,162,38,0
tracker62.pth,target263.pth,82,118,0
tracker62.pth,target265.pth,81,119,0
tracker62.pth,target267.pth,131,69,0
tracker62.pth,target269.pth,78,122,0
tracker62.pth,target271.pth,82,118,0
tracker62.pth,target273.pth,153,47,0
tracker62.pth,target275.pth,120,80,0
tracker64.pth,target1.pth,158,42,0
tracker64.pth,target3.pth,147,53,0
tracker64.pth,target5.pth,120,80,0
tracker64.pth,target7.pth,144,56,0
tracker64.pth,target9.pth,191,9,0
tracker64.pth,target11.pth,154,46,0
tracker64.pth,target13.pth,96,104,0
tracker64.pth,target15.pth,126,74,0
tracker64.pth,target17.pth,146,54,0
tracker64.pth,target19.pth,127,73,0
tracker64.pth,target21.pth,109,91,0
tracker64.pth,target23.pth,129,71,0
tracker64.pth,target25.pth,189,11,0
tracker64.pth,target27.pth,100,100,0
tracker64.pth,target29.pth,133,67,0
tracker64.pth,target31.pth,64,136,0
tracker64.pth,target33.pth,182,18,0
tracker64.pth,target35.pth,117,83,0
tracker64.pth,target37.pth,177,23,0
tracker64.pth,target39.pth,105,95,0
tracker64.pth,target41.pth,172,28,0
tracker64.pth,target43.pth,166,34,0
tracker64.pth,target45.pth,143,57,0
tracker64.pth,target47.pth,180,20,0
tracker64.pth,target49.pth,123,77,0
tracker64.pth,target51.pth,104,96,0
tracker64.pth,target53.pth,151,49,0
tracker64.pth,target55.pth,155,45,0
tracker64.pth,target57.pth,123,77,0
tracker64.pth,target59.pth,117,83,0
tracker64.pth,target61.pth,101,99,0
tracker64.pth,target63.pth,141,59,0
tracker64.pth,target65.pth,132,68,0
tracker64.pth,target67.pth,131,69,0
tracker64.pth,target69.pth,108,92,0
tracker64.pth,target71.pth,101,99,0
tracker64.pth,target73.pth,132,68,0
tracker64.pth,target75.pth,94,106,0
tracker64.pth,target77.pth,85,115,0
tracker64.pth,target79.pth,71,129,0
tracker64.pth,target81.pth,27,173,0
tracker64.pth,target83.pth,112,88,0
tracker64.pth,target85.pth,93,107,0
tracker64.pth,target87.pth,122,78,0
tracker64.pth,target89.pth,72,128,0
tracker64.pth,target91.pth,74,126,0
tracker64.pth,target93.pth,120,80,0
tracker64.pth,target95.pth,119,81,0
tracker64.pth,target97.pth,120,80,0
tracker64.pth,target99.pth,116,84,0
tracker64.pth,target101.pth,83,117,0
tracker64.pth,target103.pth,146,54,0
tracker64.pth,target105.pth,120,80,0
tracker64.pth,target107.pth,121,79,0
tracker64.pth,target109.pth,160,40,0
tracker64.pth,target111.pth,154,46,0
tracker64.pth,target113.pth,145,55,0
tracker64.pth,target115.pth,121,79,0
tracker64.pth,target117.pth,136,64,0
tracker64.pth,target119.pth,170,30,0
tracker64.pth,target121.pth,153,47,0
tracker64.pth,target123.pth,122,78,0
tracker64.pth,target125.pth,129,71,0
tracker64.pth,target127.pth,102,98,0
tracker64.pth,target129.pth,101,99,0
tracker64.pth,target131.pth,144,56,0
tracker64.pth,target133.pth,135,65,0
tracker64.pth,target135.pth,136,64,0
tracker64.pth,target137.pth,149,51,0
tracker64.pth,target139.pth,160,40,0
tracker64.pth,target141.pth,125,75,0
tracker64.pth,target143.pth,58,142,0
tracker64.pth,target145.pth,64,136,0
tracker64.pth,target147.pth,87,113,0
tracker64.pth,target149.pth,122,78,0
tracker64.pth,target151.pth,138,62,0
tracker64.pth,target153.pth,119,81,0
tracker64.pth,target155.pth,86,114,0
tracker64.pth,target157.pth,76,124,0
tracker64.pth,target159.pth,77,123,0
tracker64.pth,target161.pth,93,107,0
tracker64.pth,target163.pth,97,103,0
tracker64.pth,target165.pth,94,106,0
tracker64.pth,target167.pth,126,74,0
tracker64.pth,target169.pth,110,90,0
tracker64.pth,target171.pth,67,133,0
tracker64.pth,target173.pth,102,98,0
tracker64.pth,target175.pth,95,105,0
tracker64.pth,target177.pth,157,43,0
tracker64.pth,target179.pth,113,87,0
tracker64.pth,target181.pth,106,94,0
tracker64.pth,target183.pth,114,86,0
tracker64.pth,target185.pth,105,95,0
tracker64.pth,target187.pth,49,151,0
tracker64.pth,target189.pth,59,141,0
tracker64.pth,target191.pth,95,105,0
tracker64.pth,target193.pth,145,55,0
tracker64.pth,target195.pth,110,90,0
tracker64.pth,target197.pth,107,93,0
tracker64.pth,target199.pth,124,76,0
tracker64.pth,target201.pth,149,51,0
tracker64.pth,target203.pth,135,65,0
tracker64.pth,target205.pth,123,77,0
tracker64.pth,target207.pth,114,86,0
tracker64.pth,target209.pth,109,91,0
tracker64.pth,target211.pth,94,106,0
tracker64.pth,target213.pth,119,81,0
tracker64.pth,target215.pth,110,90,0
tracker64.pth,target217.pth,147,53,0
tracker64.pth,target219.pth,146,54,0
tracker64.pth,target221.pth,153,47,0
tracker64.pth,target223.pth,185,15,0
tracker64.pth,target225.pth,186,14,0
tracker64.pth,target227.pth,181,19,0
tracker64.pth,target229.pth,175,25,0
tracker64.pth,target231.pth,143,57,0
tracker64.pth,target233.pth,163,37,0
tracker64.pth,target235.pth,170,30,0
tracker64.pth,target237.pth,147,53,0
tracker64.pth,target239.pth,121,79,0
tracker64.pth,target241.pth,143,57,0
tracker64.pth,target243.pth,135,65,0
tracker64.pth,target245.pth,145,55,0
tracker64.pth,target247.pth,135,65,0
tracker64.pth,target249.pth,130,70,0
tracker64.pth,target251.pth,157,43,0
tracker64.pth,target253.pth,162,38,0
tracker64.pth,target255.pth,119,81,0
tracker64.pth,target257.pth,169,31,0
tracker64.pth,target259.pth,147,53,0
tracker64.pth,target261.pth,140,60,0
tracker64.pth,target263.pth,56,144,0
tracker64.pth,target265.pth,64,136,0
tracker64.pth,target267.pth,162,38,0
tracker64.pth,target269.pth,81,119,0
tracker64.pth,target271.pth,71,129,0
tracker64.pth,target273.pth,158,42,0
tracker64.pth,target275.pth,137,63,0
tracker66.pth,target1.pth,159,41,0
tracker66.pth,target3.pth,107,93,0
tracker66.pth,target5.pth,129,71,0
tracker66.pth,target7.pth,174,26,0
tracker66.pth,target9.pth,177,23,0
tracker66.pth,target11.pth,181,19,0
tracker66.pth,target13.pth,90,110,0
tracker66.pth,target15.pth,95,105,0
tracker66.pth,target17.pth,135,65,0
tracker66.pth,target19.pth,136,64,0
tracker66.pth,target21.pth,127,73,0
tracker66.pth,target23.pth,165,35,0
tracker66.pth,target25.pth,132,68,0
tracker66.pth,target27.pth,150,50,0
tracker66.pth,target29.pth,119,81,0
tracker66.pth,target31.pth,166,34,0
tracker66.pth,target33.pth,154,46,0
tracker66.pth,target35.pth,168,32,0
tracker66.pth,target37.pth,164,36,0
tracker66.pth,target39.pth,86,114,0
tracker66.pth,target41.pth,134,66,0
tracker66.pth,target43.pth,145,55,0
tracker66.pth,target45.pth,110,90,0
tracker66.pth,target47.pth,119,81,0
tracker66.pth,target49.pth,149,51,0
tracker66.pth,target51.pth,162,38,0
tracker66.pth,target53.pth,184,16,0
tracker66.pth,target55.pth,164,36,0
tracker66.pth,target57.pth,170,30,0
tracker66.pth,target59.pth,175,25,0
tracker66.pth,target61.pth,191,9,0
tracker66.pth,target63.pth,147,53,0
tracker66.pth,target65.pth,179,21,0
tracker66.pth,target67.pth,160,40,0
tracker66.pth,target69.pth,116,84,0
tracker66.pth,target71.pth,173,27,0
tracker66.pth,target73.pth,143,57,0
tracker66.pth,target75.pth,133,67,0
tracker66.pth,target77.pth,162,38,0
tracker66.pth,target79.pth,149,51,0
tracker66.pth,target81.pth,123,77,0
tracker66.pth,target83.pth,114,86,0
tracker66.pth,target85.pth,148,52,0
tracker66.pth,target87.pth,136,64,0
tracker66.pth,target89.pth,97,103,0
tracker66.pth,target91.pth,138,62,0
tracker66.pth,target93.pth,123,77,0
tracker66.pth,target95.pth,139,61,0
tracker66.pth,target97.pth,142,58,0
tracker66.pth,target99.pth,149,51,0
tracker66.pth,target101.pth,145,55,0
tracker66.pth,target103.pth,149,51,0
tracker66.pth,target105.pth,102,98,0
tracker66.pth,target107.pth,134,66,0
tracker66.pth,target109.pth,138,62,0
tracker66.pth,target111.pth,154,46,0
tracker66.pth,target113.pth,108,92,0
tracker66.pth,target115.pth,133,67,0
tracker66.pth,target117.pth,158,42,0
tracker66.pth,target119.pth,170,30,0
tracker66.pth,target121.pth,180,20,0
tracker66.pth,target123.pth,166,34,0
tracker66.pth,target125.pth,160,40,0
tracker66.pth,target127.pth,141,59,0
tracker66.pth,target129.pth,159,41,0
tracker66.pth,target131.pth,164,36,0
tracker66.pth,target133.pth,178,22,0
tracker66.pth,target135.pth,187,13,0
tracker66.pth,target137.pth,169,31,0
tracker66.pth,target139.pth,169,31,0
tracker66.pth,target141.pth,171,29,0
tracker66.pth,target143.pth,159,41,0
tracker66.pth,target145.pth,160,40,0
tracker66.pth,target147.pth,149,51,0
tracker66.pth,target149.pth,158,42,0
tracker66.pth,target151.pth,164,36,0
tracker66.pth,target153.pth,104,96,0
tracker66.pth,target155.pth,60,140,0
tracker66.pth,target157.pth,107,93,0
tracker66.pth,target159.pth,74,126,0
tracker66.pth,target161.pth,79,121,0
tracker66.pth,target163.pth,104,96,0
tracker66.pth,target165.pth,133,67,0
tracker66.pth,target167.pth,174,26,0
tracker66.pth,target169.pth,146,54,0
tracker66.pth,target171.pth,125,75,0
tracker66.pth,target173.pth,149,51,0
tracker66.pth,target175.pth,107,93,0
tracker66.pth,target177.pth,117,83,0
tracker66.pth,target179.pth,87,113,0
tracker66.pth,target181.pth,125,75,0
tracker66.pth,target183.pth,138,62,0
tracker66.pth,target185.pth,136,64,0
tracker66.pth,target187.pth,130,70,0
tracker66.pth,target189.pth,118,82,0
tracker66.pth,target191.pth,148,52,0
tracker66.pth,target193.pth,149,51,0
tracker66.pth,target195.pth,124,76,0
tracker66.pth,target197.pth,75,125,0
tracker66.pth,target199.pth,134,66,0
tracker66.pth,target201.pth,139,61,0
tracker66.pth,target203.pth,124,76,0
tracker66.pth,target205.pth,133,67,0
tracker66.pth,target207.pth,146,54,0
tracker66.pth,target209.pth,161,39,0
tracker66.pth,target211.pth,160,40,0
tracker66.pth,target213.pth,153,47,0
tracker66.pth,target215.pth,130,70,0
tracker66.pth,target217.pth,168,32,0
tracker66.pth,target219.pth,188,12,0
tracker66.pth,target221.pth,178,22,0
tracker66.pth,target223.pth,194,6,0
tracker66.pth,target225.pth,179,21,0
tracker66.pth,target227.pth,164,36,0
tracker66.pth,target229.pth,165,35,0
tracker66.pth,target231.pth,107,93,0
tracker66.pth,target233.pth,170,30,0
tracker66.pth,target235.pth,153,47,0
tracker66.pth,target237.pth,131,69,0
tracker66.pth,target239.pth,120,80,0
tracker66.pth,target241.pth,130,70,0
tracker66.pth,target243.pth,118,82,0
tracker66.pth,target245.pth,144,56,0
tracker66.pth,target247.pth,117,83,0
tracker66.pth,target249.pth,120,80,0
tracker66.pth,target251.pth,140,60,0
tracker66.pth,target253.pth,157,43,0
tracker66.pth,target255.pth,160,40,0
tracker66.pth,target257.pth,175,25,0
tracker66.pth,target259.pth,179,21,0
tracker66.pth,target261.pth,174,26,0
tracker66.pth,target263.pth,83,117,0
tracker66.pth,target265.pth,156,44,0
tracker66.pth,target267.pth,194,6,0
tracker66.pth,target269.pth,126,74,0
