tracker_model,target_model,tracker_wins,target_wins,draws
tracker2.pth,target55.pth,117,83,0
tracker2.pth,target57.pth,87,113,0
tracker2.pth,target59.pth,128,72,0
tracker2.pth,target61.pth,133,67,0
tracker2.pth,target63.pth,124,76,0
tracker2.pth,target65.pth,117,83,0
tracker2.pth,target67.pth,160,40,0
tracker2.pth,target69.pth,161,39,0
tracker2.pth,target71.pth,183,17,0
tracker2.pth,target73.pth,127,73,0
tracker2.pth,target75.pth,100,100,0
tracker2.pth,target77.pth,135,65,0
tracker2.pth,target79.pth,98,102,0
tracker2.pth,target81.pth,114,86,0
tracker2.pth,target83.pth,129,71,0
tracker2.pth,target85.pth,132,68,0
tracker2.pth,target87.pth,160,40,0
tracker2.pth,target89.pth,154,46,0
tracker2.pth,target91.pth,124,76,0
tracker2.pth,target93.pth,139,61,0
tracker2.pth,target95.pth,128,72,0
tracker2.pth,target97.pth,138,62,0
tracker2.pth,target99.pth,91,109,0
tracker2.pth,target101.pth,137,63,0
tracker2.pth,target103.pth,90,110,0
tracker2.pth,target105.pth,65,135,0
tracker2.pth,target107.pth,103,97,0
tracker2.pth,target109.pth,92,108,0
tracker2.pth,target111.pth,77,123,0
tracker2.pth,target113.pth,68,132,0
tracker2.pth,target115.pth,111,89,0
tracker2.pth,target117.pth,121,79,0
tracker2.pth,target119.pth,176,24,0
tracker2.pth,target121.pth,174,26,0
tracker2.pth,target123.pth,173,27,0
tracker2.pth,target125.pth,154,46,0
tracker2.pth,target127.pth,171,29,0
tracker2.pth,target129.pth,187,13,0
tracker2.pth,target131.pth,143,57,0
tracker2.pth,target133.pth,149,51,0
tracker2.pth,target135.pth,169,31,0
tracker2.pth,target137.pth,165,35,0
tracker2.pth,target139.pth,165,35,0
tracker2.pth,target141.pth,156,44,0
tracker2.pth,target143.pth,140,60,0
tracker2.pth,target145.pth,119,81,0
tracker2.pth,target147.pth,158,42,0
tracker2.pth,target149.pth,153,47,0
tracker2.pth,target151.pth,168,32,0
tracker2.pth,target153.pth,117,83,0
tracker2.pth,target155.pth,185,15,0
tracker2.pth,target157.pth,174,26,0
tracker2.pth,target159.pth,133,67,0
tracker2.pth,target161.pth,91,109,0
tracker2.pth,target163.pth,166,34,0
tracker2.pth,target165.pth,171,29,0
tracker2.pth,target167.pth,174,26,0
tracker2.pth,target169.pth,150,50,0
tracker2.pth,target171.pth,147,53,0
tracker2.pth,target173.pth,162,38,0
tracker2.pth,target175.pth,152,48,0
tracker2.pth,target177.pth,138,62,0
tracker2.pth,target179.pth,157,43,0
tracker2.pth,target181.pth,177,23,0
tracker2.pth,target183.pth,196,4,0
tracker2.pth,target185.pth,172,28,0
tracker2.pth,target187.pth,165,35,0
tracker2.pth,target189.pth,132,68,0
tracker2.pth,target191.pth,164,36,0
tracker2.pth,target193.pth,178,22,0
tracker2.pth,target195.pth,187,13,0
tracker2.pth,target197.pth,172,28,0
tracker2.pth,target199.pth,176,24,0
tracker2.pth,target201.pth,192,8,0
tracker2.pth,target203.pth,171,29,0
tracker2.pth,target205.pth,141,59,0
tracker2.pth,target207.pth,183,17,0
tracker2.pth,target209.pth,157,43,0
tracker2.pth,target211.pth,176,24,0
tracker2.pth,target213.pth,174,26,0
tracker2.pth,target215.pth,169,31,0
tracker2.pth,target217.pth,137,63,0
tracker2.pth,target219.pth,113,87,0
tracker2.pth,target221.pth,158,42,0
tracker2.pth,target223.pth,169,31,0
tracker2.pth,target225.pth,192,8,0
tracker2.pth,target227.pth,191,9,0
tracker2.pth,target229.pth,193,7,0
tracker2.pth,target231.pth,195,5,0
tracker2.pth,target233.pth,179,21,0
tracker2.pth,target235.pth,159,41,0
tracker2.pth,target237.pth,178,22,0
tracker2.pth,target239.pth,179,21,0
tracker2.pth,target241.pth,161,39,0
tracker2.pth,target243.pth,183,17,0
tracker2.pth,target245.pth,170,30,0
tracker2.pth,target247.pth,179,21,0
tracker2.pth,target249.pth,159,41,0
tracker2.pth,target251.pth,159,41,0
tracker2.pth,target253.pth,175,25,0
tracker2.pth,target255.pth,155,45,0
tracker2.pth,target257.pth,166,34,0
tracker2.pth,target259.pth,190,10,0
tracker2.pth,target261.pth,174,26,0
tracker2.pth,target263.pth,165,35,0
tracker2.pth,target265.pth,180,20,0
tracker2.pth,target267.pth,177,23,0
tracker2.pth,target269.pth,109,91,0
tracker2.pth,target271.pth,149,51,0
tracker2.pth,target273.pth,185,15,0
tracker2.pth,target275.pth,163,37,0
tracker4.pth,target1.pth,183,17,0
tracker4.pth,target3.pth,139,61,0
tracker4.pth,target5.pth,72,128,0
tracker4.pth,target7.pth,80,120,0
tracker4.pth,target9.pth,117,83,0
tracker4.pth,target11.pth,153,47,0
tracker4.pth,target13.pth,100,100,0
tracker4.pth,target15.pth,137,63,0
tracker4.pth,target17.pth,97,103,0
tracker4.pth,target19.pth,49,151,0
tracker4.pth,target21.pth,78,122,0
tracker4.pth,target23.pth,92,108,0
tracker4.pth,target25.pth,139,61,0
tracker4.pth,target27.pth,152,48,0
tracker4.pth,target29.pth,136,64,0
tracker4.pth,target31.pth,125,75,0
tracker4.pth,target33.pth,78,122,0
tracker4.pth,target35.pth,80,120,0
tracker4.pth,target37.pth,72,128,0
tracker4.pth,target39.pth,48,152,0
tracker4.pth,target41.pth,73,127,0
tracker4.pth,target43.pth,86,114,0
tracker4.pth,target45.pth,75,125,0
tracker4.pth,target47.pth,66,134,0
tracker4.pth,target49.pth,129,71,0
tracker4.pth,target51.pth,109,91,0
tracker4.pth,target53.pth,120,80,0
tracker4.pth,target55.pth,123,77,0
tracker4.pth,target57.pth,67,133,0
tracker4.pth,target59.pth,85,115,0
tracker4.pth,target61.pth,125,75,0
tracker4.pth,target63.pth,98,102,0
tracker4.pth,target65.pth,116,84,0
tracker4.pth,target67.pth,144,56,0
tracker4.pth,target69.pth,153,47,0
tracker4.pth,target71.pth,148,52,0
tracker4.pth,target73.pth,113,87,0
tracker4.pth,target75.pth,132,68,0
tracker4.pth,target77.pth,147,53,0
tracker4.pth,target79.pth,125,75,0
tracker4.pth,target81.pth,81,119,0
tracker4.pth,target83.pth,77,123,0
tracker4.pth,target85.pth,105,95,0
tracker4.pth,target87.pth,140,60,0
tracker4.pth,target89.pth,97,103,0
tracker4.pth,target91.pth,104,96,0
tracker4.pth,target93.pth,110,90,0
tracker4.pth,target95.pth,102,98,0
tracker4.pth,target97.pth,93,107,0
tracker4.pth,target99.pth,90,110,0
tracker4.pth,target101.pth,91,109,0
tracker4.pth,target103.pth,59,141,0
tracker4.pth,target105.pth,61,139,0
tracker4.pth,target107.pth,75,125,0
tracker4.pth,target109.pth,98,102,0
tracker4.pth,target111.pth,57,143,0
tracker4.pth,target113.pth,56,144,0
tracker4.pth,target115.pth,83,117,0
tracker4.pth,target117.pth,140,60,0
tracker4.pth,target119.pth,145,55,0
tracker4.pth,target121.pth,160,40,0
tracker4.pth,target123.pth,117,83,0
tracker4.pth,target125.pth,143,57,0
tracker4.pth,target127.pth,133,67,0
tracker4.pth,target129.pth,104,96,0
tracker4.pth,target131.pth,104,96,0
tracker4.pth,target133.pth,109,91,0
tracker4.pth,target135.pth,135,65,0
tracker4.pth,target137.pth,116,84,0
tracker4.pth,target139.pth,106,94,0
tracker4.pth,target141.pth,101,99,0
tracker4.pth,target143.pth,51,149,0
tracker4.pth,target145.pth,64,136,0
tracker4.pth,target147.pth,94,106,0
tracker4.pth,target149.pth,111,89,0
tracker4.pth,target151.pth,95,105,0
tracker4.pth,target153.pth,156,44,0
tracker4.pth,target155.pth,141,59,0
tracker4.pth,target157.pth,135,65,0
tracker4.pth,target159.pth,71,129,0
tracker4.pth,target161.pth,73,127,0
tracker4.pth,target163.pth,138,62,0
tracker4.pth,target165.pth,128,72,0
tracker4.pth,target167.pth,101,99,0
tracker4.pth,target169.pth,79,121,0
tracker4.pth,target171.pth,110,90,0
tracker4.pth,target173.pth,106,94,0
tracker4.pth,target175.pth,142,58,0
tracker4.pth,target177.pth,146,54,0
tracker4.pth,target179.pth,93,107,0
tracker4.pth,target181.pth,99,101,0
tracker4.pth,target183.pth,140,60,0
tracker4.pth,target185.pth,125,75,0
tracker4.pth,target187.pth,119,81,0
tracker4.pth,target189.pth,92,108,0
tracker4.pth,target191.pth,120,80,0
tracker4.pth,target193.pth,153,47,0
tracker4.pth,target195.pth,162,38,0
tracker4.pth,target197.pth,105,95,0
tracker4.pth,target199.pth,129,71,0
tracker4.pth,target201.pth,180,20,0
tracker4.pth,target203.pth,132,68,0
tracker4.pth,target205.pth,142,58,0
tracker4.pth,target207.pth,129,71,0
tracker4.pth,target209.pth,137,63,0
tracker4.pth,target211.pth,151,49,0
tracker4.pth,target213.pth,145,55,0
tracker4.pth,target215.pth,174,26,0
tracker4.pth,target217.pth,160,40,0
tracker4.pth,target219.pth,158,42,0
tracker4.pth,target221.pth,179,21,0
tracker4.pth,target223.pth,190,10,0
tracker4.pth,target225.pth,150,50,0
tracker4.pth,target227.pth,107,93,0
tracker4.pth,target229.pth,145,55,0
tracker4.pth,target231.pth,187,13,0
tracker4.pth,target233.pth,164,36,0
tracker4.pth,target235.pth,124,76,0
tracker4.pth,target237.pth,170,30,0
tracker4.pth,target239.pth,153,47,0
tracker4.pth,target241.pth,161,39,0
tracker4.pth,target243.pth,102,98,0
tracker4.pth,target245.pth,127,73,0
tracker4.pth,target247.pth,128,72,0
tracker4.pth,target249.pth,118,82,0
tracker4.pth,target251.pth,131,69,0
tracker4.pth,target253.pth,137,63,0
tracker4.pth,target255.pth,134,66,0
tracker4.pth,target257.pth,178,22,0
tracker4.pth,target259.pth,160,40,0
tracker4.pth,target261.pth,138,62,0
tracker4.pth,target263.pth,114,86,0
tracker4.pth,target265.pth,150,50,0
tracker4.pth,target267.pth,179,21,0
tracker4.pth,target269.pth,168,32,0
tracker4.pth,target271.pth,136,64,0
tracker4.pth,target273.pth,148,52,0
tracker4.pth,target275.pth,93,107,0
tracker6.pth,target1.pth,167,33,0
tracker6.pth,target3.pth,162,38,0
tracker6.pth,target5.pth,189,11,0
tracker6.pth,target7.pth,121,79,0
tracker6.pth,target9.pth,138,62,0
tracker6.pth,target11.pth,192,8,0
tracker6.pth,target13.pth,142,58,0
tracker6.pth,target15.pth,89,111,0
tracker6.pth,target17.pth,74,126,0
tracker6.pth,target19.pth,72,128,0
tracker6.pth,target21.pth,114,86,0
tracker6.pth,target23.pth,145,55,0
tracker6.pth,target25.pth,152,48,0
tracker6.pth,target27.pth,160,40,0
tracker6.pth,target29.pth,172,28,0
tracker6.pth,target31.pth,155,45,0
tracker6.pth,target33.pth,122,78,0
tracker6.pth,target35.pth,159,41,0
tracker6.pth,target37.pth,167,33,0
tracker6.pth,target39.pth,135,65,0
tracker6.pth,target41.pth,159,41,0
tracker6.pth,target43.pth,144,56,0
tracker6.pth,target45.pth,139,61,0
tracker6.pth,target47.pth,102,98,0
tracker6.pth,target49.pth,135,65,0
tracker6.pth,target51.pth,145,55,0
tracker6.pth,target53.pth,93,107,0
tracker6.pth,target55.pth,75,125,0
tracker6.pth,target57.pth,37,163,0
tracker6.pth,target59.pth,62,138,0
tracker6.pth,target61.pth,91,109,0
tracker6.pth,target63.pth,137,63,0
tracker6.pth,target65.pth,67,133,0
tracker6.pth,target67.pth,144,56,0
tracker6.pth,target69.pth,186,14,0
tracker6.pth,target71.pth,193,7,0
tracker6.pth,target73.pth,175,25,0
tracker6.pth,target75.pth,147,53,0
tracker6.pth,target77.pth,127,73,0
tracker6.pth,target79.pth,84,116,0
tracker6.pth,target81.pth,96,104,0
tracker6.pth,target83.pth,96,104,0
tracker6.pth,target85.pth,109,91,0
tracker6.pth,target87.pth,98,102,0
tracker6.pth,target89.pth,131,69,0
tracker6.pth,target91.pth,110,90,0
tracker6.pth,target93.pth,114,86,0
tracker6.pth,target95.pth,51,149,0
tracker6.pth,target97.pth,101,99,0
tracker6.pth,target99.pth,72,128,0
tracker6.pth,target101.pth,99,101,0
tracker6.pth,target103.pth,121,79,0
tracker6.pth,target105.pth,123,77,0
tracker6.pth,target107.pth,126,74,0
tracker6.pth,target109.pth,131,69,0
tracker6.pth,target111.pth,82,118,0
tracker6.pth,target113.pth,83,117,0
tracker6.pth,target115.pth,111,89,0
tracker6.pth,target117.pth,132,68,0
tracker6.pth,target119.pth,179,21,0
tracker6.pth,target121.pth,164,36,0
tracker6.pth,target123.pth,116,84,0
tracker6.pth,target125.pth,105,95,0
tracker6.pth,target127.pth,91,109,0
tracker6.pth,target129.pth,83,117,0
tracker6.pth,target131.pth,113,87,0
tracker6.pth,target133.pth,119,81,0
tracker6.pth,target135.pth,105,95,0
tracker6.pth,target137.pth,111,89,0
tracker6.pth,target139.pth,118,82,0
tracker6.pth,target141.pth,115,85,0
tracker6.pth,target143.pth,61,139,0
tracker6.pth,target145.pth,106,94,0
tracker6.pth,target147.pth,118,82,0
tracker6.pth,target149.pth,137,63,0
tracker6.pth,target151.pth,129,71,0
tracker6.pth,target153.pth,138,62,0
tracker6.pth,target155.pth,109,91,0
tracker6.pth,target157.pth,109,91,0
tracker6.pth,target159.pth,115,85,0
tracker6.pth,target161.pth,83,117,0
tracker6.pth,target163.pth,103,97,0
tracker6.pth,target165.pth,147,53,0
tracker6.pth,target167.pth,123,77,0
tracker6.pth,target169.pth,78,122,0
tracker6.pth,target171.pth,74,126,0
tracker6.pth,target173.pth,82,118,0
tracker6.pth,target175.pth,157,43,0
tracker6.pth,target177.pth,131,69,0
tracker6.pth,target179.pth,108,92,0
tracker6.pth,target181.pth,121,79,0
tracker6.pth,target183.pth,170,30,0
tracker6.pth,target185.pth,148,52,0
tracker6.pth,target187.pth,181,19,0
tracker6.pth,target189.pth,118,82,0
tracker6.pth,target191.pth,134,66,0
tracker6.pth,target193.pth,158,42,0
tracker6.pth,target195.pth,156,44,0
tracker6.pth,target197.pth,156,44,0
tracker6.pth,target199.pth,151,49,0
tracker6.pth,target201.pth,165,35,0
tracker6.pth,target203.pth,151,49,0
tracker6.pth,target205.pth,164,36,0
tracker6.pth,target207.pth,107,93,0
tracker6.pth,target209.pth,150,50,0
tracker6.pth,target211.pth,172,28,0
tracker6.pth,target213.pth,163,37,0
tracker6.pth,target215.pth,159,41,0
tracker6.pth,target217.pth,147,53,0
tracker6.pth,target219.pth,132,68,0
tracker6.pth,target221.pth,175,25,0
tracker6.pth,target223.pth,198,2,0
tracker6.pth,target225.pth,198,2,0
tracker6.pth,target227.pth,172,28,0
tracker6.pth,target229.pth,186,14,0
tracker6.pth,target231.pth,196,4,0
tracker6.pth,target233.pth,185,15,0
tracker6.pth,target235.pth,177,23,0
tracker6.pth,target237.pth,170,30,0
tracker6.pth,target239.pth,149,51,0
tracker6.pth,target241.pth,148,52,0
tracker6.pth,target243.pth,111,89,0
tracker6.pth,target245.pth,167,33,0
tracker6.pth,target247.pth,146,54,0
tracker6.pth,target249.pth,159,41,0
tracker6.pth,target251.pth,131,69,0
tracker6.pth,target253.pth,138,62,0
tracker6.pth,target255.pth,132,68,0
tracker6.pth,target257.pth,180,20,0
tracker6.pth,target259.pth,186,14,0
tracker6.pth,target261.pth,155,45,0
tracker6.pth,target263.pth,138,62,0
tracker6.pth,target265.pth,100,100,0
tracker6.pth,target267.pth,108,92,0
tracker6.pth,target269.pth,111,89,0
tracker6.pth,target271.pth,100,100,0
tracker6.pth,target273.pth,156,44,0
tracker6.pth,target275.pth,162,38,0
tracker8.pth,target1.pth,188,12,0
tracker8.pth,target3.pth,130,70,0
tracker8.pth,target5.pth,101,99,0
tracker8.pth,target7.pth,186,14,0
tracker8.pth,target9.pth,178,22,0
tracker8.pth,target11.pth,174,26,0
tracker8.pth,target13.pth,94,106,0
tracker8.pth,target15.pth,126,74,0
tracker8.pth,target17.pth,146,54,0
tracker8.pth,target19.pth,123,77,0
tracker8.pth,target21.pth,115,85,0
tracker8.pth,target23.pth,162,38,0
tracker8.pth,target25.pth,185,15,0
tracker8.pth,target27.pth,173,27,0
tracker8.pth,target29.pth,166,34,0
tracker8.pth,target31.pth,144,56,0
tracker8.pth,target33.pth,146,54,0
tracker8.pth,target35.pth,156,44,0
tracker8.pth,target37.pth,167,33,0
tracker8.pth,target39.pth,130,70,0
tracker8.pth,target41.pth,144,56,0
tracker8.pth,target43.pth,130,70,0
tracker8.pth,target45.pth,118,82,0
tracker8.pth,target47.pth,84,116,0
tracker8.pth,target49.pth,160,40,0
tracker8.pth,target51.pth,139,61,0
tracker8.pth,target53.pth,135,65,0
tracker8.pth,target55.pth,160,40,0
tracker8.pth,target57.pth,72,128,0
tracker8.pth,target59.pth,84,116,0
tracker8.pth,target61.pth,101,99,0
tracker8.pth,target63.pth,154,46,0
tracker8.pth,target65.pth,59,141,0
tracker8.pth,target67.pth,144,56,0
tracker8.pth,target69.pth,132,68,0
tracker8.pth,target71.pth,133,67,0
tracker8.pth,target73.pth,97,103,0
tracker8.pth,target75.pth,91,109,0
tracker8.pth,target77.pth,123,77,0
tracker8.pth,target79.pth,75,125,0
tracker8.pth,target81.pth,92,108,0
tracker8.pth,target83.pth,127,73,0
tracker8.pth,target85.pth,96,104,0
tracker8.pth,target87.pth,102,98,0
tracker8.pth,target89.pth,70,130,0
tracker8.pth,target91.pth,84,116,0
tracker8.pth,target93.pth,99,101,0
tracker8.pth,target95.pth,96,104,0
tracker8.pth,target97.pth,117,83,0
tracker8.pth,target99.pth,111,89,0
tracker8.pth,target101.pth,100,100,0
tracker8.pth,target103.pth,165,35,0
tracker8.pth,target105.pth,106,94,0
tracker8.pth,target107.pth,125,75,0
tracker8.pth,target109.pth,155,45,0
tracker8.pth,target111.pth,100,100,0
tracker8.pth,target113.pth,81,119,0
tracker8.pth,target115.pth,131,69,0
tracker8.pth,target117.pth,177,23,0
tracker8.pth,target119.pth,157,43,0
tracker8.pth,target121.pth,168,32,0
tracker8.pth,target123.pth,133,67,0
tracker8.pth,target125.pth,131,69,0
tracker8.pth,target127.pth,66,134,0
tracker8.pth,target129.pth,58,142,0
tracker8.pth,target131.pth,106,94,0
tracker8.pth,target133.pth,102,98,0
tracker8.pth,target135.pth,86,114,0
tracker8.pth,target137.pth,153,47,0
tracker8.pth,target139.pth,122,78,0
tracker8.pth,target141.pth,111,89,0
tracker8.pth,target143.pth,103,97,0
tracker8.pth,target145.pth,102,98,0
tracker8.pth,target147.pth,122,78,0
tracker8.pth,target149.pth,125,75,0
tracker8.pth,target151.pth,153,47,0
tracker8.pth,target153.pth,140,60,0
tracker8.pth,target155.pth,115,85,0
tracker8.pth,target157.pth,131,69,0
tracker8.pth,target159.pth,94,106,0
tracker8.pth,target161.pth,88,112,0
tracker8.pth,target163.pth,106,94,0
tracker8.pth,target165.pth,133,67,0
tracker8.pth,target167.pth,105,95,0
tracker8.pth,target169.pth,74,126,0
tracker8.pth,target171.pth,65,135,0
tracker8.pth,target173.pth,95,105,0
tracker8.pth,target175.pth,131,69,0
tracker8.pth,target177.pth,134,66,0
tracker8.pth,target179.pth,123,77,0
tracker8.pth,target181.pth,149,51,0
tracker8.pth,target183.pth,147,53,0
tracker8.pth,target185.pth,67,133,0
tracker8.pth,target187.pth,87,113,0
tracker8.pth,target189.pth,108,92,0
tracker8.pth,target191.pth,112,88,0
tracker8.pth,target193.pth,177,23,0
tracker8.pth,target195.pth,164,36,0
tracker8.pth,target197.pth,154,46,0
tracker8.pth,target199.pth,123,77,0
tracker8.pth,target201.pth,125,75,0
tracker8.pth,target203.pth,132,68,0
tracker8.pth,target205.pth,99,101,0
tracker8.pth,target207.pth,83,117,0
tracker8.pth,target209.pth,127,73,0
tracker8.pth,target211.pth,132,68,0
tracker8.pth,target213.pth,171,29,0
tracker8.pth,target215.pth,162,38,0
tracker8.pth,target217.pth,140,60,0
tracker8.pth,target219.pth,175,25,0
tracker8.pth,target221.pth,189,11,0
tracker8.pth,target223.pth,200,0,0
tracker8.pth,target225.pth,124,76,0
tracker8.pth,target227.pth,198,2,0
tracker8.pth,target229.pth,195,5,0
tracker8.pth,target231.pth,190,10,0
tracker8.pth,target233.pth,167,33,0
tracker8.pth,target235.pth,182,18,0
tracker8.pth,target237.pth,135,65,0
tracker8.pth,target239.pth,159,41,0
tracker8.pth,target241.pth,155,45,0
tracker8.pth,target243.pth,135,65,0
tracker8.pth,target245.pth,93,107,0
tracker8.pth,target247.pth,98,102,0
tracker8.pth,target249.pth,129,71,0
tracker8.pth,target251.pth,135,65,0
tracker8.pth,target253.pth,194,6,0
tracker8.pth,target255.pth,178,22,0
tracker8.pth,target257.pth,188,12,0
tracker8.pth,target259.pth,156,44,0
tracker8.pth,target261.pth,158,42,0
tracker8.pth,target263.pth,135,65,0
tracker8.pth,target265.pth,135,65,0
tracker8.pth,target267.pth,184,16,0
tracker8.pth,target269.pth,123,77,0
tracker8.pth,target271.pth,96,104,0
tracker8.pth,target273.pth,72,128,0
tracker8.pth,target275.pth,97,103,0
tracker10.pth,target1.pth,121,79,0
tracker10.pth,target3.pth,104,96,0
tracker10.pth,target5.pth,78,122,0
tracker10.pth,target7.pth,126,74,0
tracker10.pth,target9.pth,195,5,0
tracker10.pth,target11.pth,199,1,0
tracker10.pth,target13.pth,93,107,0
