episode_id,steps,reward,tracker_caught_target,target_reached_base,tracker_type,target_type
0,48,16.90274630798656,True,False,expert_rule,expert_rule
1,36,16.483014524710725,True,False,expert_rule,expert_rule
2,37,16.59993150005984,True,False,expert_rule,expert_rule
3,30,17.202336831615057,True,False,expert_rule,expert_rule
4,49,16.791233035991397,True,False,expert_rule,expert_rule
5,45,16.42165243563851,True,False,expert_rule,expert_rule
6,33,16.652874497435576,True,False,expert_rule,expert_rule
7,48,16.90274630798656,True,False,expert_rule,expert_rule
8,36,16.483014524710725,True,False,expert_rule,expert_rule
9,37,16.59993150005984,True,False,expert_rule,expert_rule
10,30,17.202336831615057,True,False,expert_rule,expert_rule
11,49,16.791233035991397,True,False,expert_rule,expert_rule
12,45,16.42165243563851,True,False,expert_rule,expert_rule
13,33,16.652874497435576,True,False,expert_rule,expert_rule
14,48,16.90274630798656,True,False,expert_rule,expert_rule
15,36,16.483014524710725,True,False,expert_rule,expert_rule
16,37,16.59993150005984,True,False,expert_rule,expert_rule
17,30,17.202336831615057,True,False,expert_rule,expert_rule
18,49,16.791233035991397,True,False,expert_rule,expert_rule
19,45,16.42165243563851,True,False,expert_rule,expert_rule
20,33,16.652874497435576,True,False,expert_rule,expert_rule
21,48,16.90274630798656,True,False,expert_rule,expert_rule
22,36,16.483014524710725,True,False,expert_rule,expert_rule
23,37,16.59993150005984,True,False,expert_rule,expert_rule
24,30,17.202336831615057,True,False,expert_rule,expert_rule
25,49,16.791233035991397,True,False,expert_rule,expert_rule
26,45,16.42165243563851,True,False,expert_rule,expert_rule
27,33,16.652874497435576,True,False,expert_rule,expert_rule
28,48,16.90274630798656,True,False,expert_rule,expert_rule
29,36,16.483014524710725,True,False,expert_rule,expert_rule
30,37,16.59993150005984,True,False,expert_rule,expert_rule
31,30,17.202336831615057,True,False,expert_rule,expert_rule
32,49,16.791233035991397,True,False,expert_rule,expert_rule
33,45,16.42165243563851,True,False,expert_rule,expert_rule
34,33,16.652874497435576,True,False,expert_rule,expert_rule
35,48,16.90274630798656,True,False,expert_rule,expert_rule
36,36,16.483014524710725,True,False,expert_rule,expert_rule
37,37,16.59993150005984,True,False,expert_rule,expert_rule
38,30,17.202336831615057,True,False,expert_rule,expert_rule
39,49,16.791233035991397,True,False,expert_rule,expert_rule
40,45,16.42165243563851,True,False,expert_rule,expert_rule
41,33,16.652874497435576,True,False,expert_rule,expert_rule
42,48,16.90274630798656,True,False,expert_rule,expert_rule
43,36,16.483014524710725,True,False,expert_rule,expert_rule
44,37,16.59993150005984,True,False,expert_rule,expert_rule
45,30,17.202336831615057,True,False,expert_rule,expert_rule
46,49,16.791233035991397,True,False,expert_rule,expert_rule
47,45,16.42165243563851,True,False,expert_rule,expert_rule
48,33,16.652874497435576,True,False,expert_rule,expert_rule
49,48,16.90274630798656,True,False,expert_rule,expert_rule
50,36,16.483014524710725,True,False,expert_rule,expert_rule
51,37,16.59993150005984,True,False,expert_rule,expert_rule
52,30,17.202336831615057,True,False,expert_rule,expert_rule
53,49,16.791233035991397,True,False,expert_rule,expert_rule
54,45,16.42165243563851,True,False,expert_rule,expert_rule
55,33,16.652874497435576,True,False,expert_rule,expert_rule
56,38,16.65910044648399,True,False,expert_rule,expert_rule
57,44,16.63698672121727,True,False,expert_rule,expert_rule
58,34,17.400802800769462,True,False,expert_rule,expert_rule
59,42,16.90721969319655,True,False,expert_rule,expert_rule
60,38,16.65857302859007,True,False,expert_rule,expert_rule
61,35,17.445835412422934,True,False,expert_rule,expert_rule
62,32,17.22710520820695,True,False,expert_rule,expert_rule
63,38,16.65910044648399,True,False,expert_rule,expert_rule
64,44,16.63698672121727,True,False,expert_rule,expert_rule
65,34,17.400802800769462,True,False,expert_rule,expert_rule
66,42,16.90721969319655,True,False,expert_rule,expert_rule
67,38,16.65857302859007,True,False,expert_rule,expert_rule
68,35,17.445835412422934,True,False,expert_rule,expert_rule
69,32,17.22710520820695,True,False,expert_rule,expert_rule
70,38,16.65910044648399,True,False,expert_rule,expert_rule
71,44,16.63698672121727,True,False,expert_rule,expert_rule
72,34,17.400802800769462,True,False,expert_rule,expert_rule
73,42,16.90721969319655,True,False,expert_rule,expert_rule
74,38,16.65857302859007,True,False,expert_rule,expert_rule
75,35,17.445835412422934,True,False,expert_rule,expert_rule
76,32,17.22710520820695,True,False,expert_rule,expert_rule
77,38,16.65910044648399,True,False,expert_rule,expert_rule
78,44,16.63698672121727,True,False,expert_rule,expert_rule
79,34,17.400802800769462,True,False,expert_rule,expert_rule
80,42,16.90721969319655,True,False,expert_rule,expert_rule
81,38,16.65857302859007,True,False,expert_rule,expert_rule
82,35,17.445835412422934,True,False,expert_rule,expert_rule
83,32,17.22710520820695,True,False,expert_rule,expert_rule
84,38,16.65910044648399,True,False,expert_rule,expert_rule
85,44,16.63698672121727,True,False,expert_rule,expert_rule
86,34,17.400802800769462,True,False,expert_rule,expert_rule
87,42,16.90721969319655,True,False,expert_rule,expert_rule
88,38,16.65857302859007,True,False,expert_rule,expert_rule
89,35,17.445835412422934,True,False,expert_rule,expert_rule
90,32,17.22710520820695,True,False,expert_rule,expert_rule
